"strain","gene_id","go_level","go_description","go_id"
"Synechocystis","sll0247","Cellular Component","membrane","GO:0016020"
"Synechocystis","sll0247","Cellular Component","photosystem","GO:0009521"
"Synechocystis","sll0247","Molecular Function","chlorophyll binding","GO:0016168"
"Synechocystis","sll0248","Molecular Function","FMN binding","GO:0010181"
"Synechocystis","sll0248","Molecular Function","electron carrier activity","GO:0009055"
"Synechocystis","sll0248","Molecular Function","oxidoreductase activity","GO:0016491"
"Synechocystis","sll0250","Biological Process","coenzyme A biosynthetic process","GO:0015937"
"Synechocystis","sll0250","Biological Process","pantothenate catabolic process","GO:0015941"
"Synechocystis","sll0250","Molecular Function","FMN binding","GO:0010181"
"Synechocystis","sll0250","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","sll0250","Molecular Function","phosphopantothenate--cysteine ligase activity","GO:0004632"
"Synechocystis","sll0250","Molecular Function","phosphopantothenoylcysteine decarboxylase activity","GO:0004633"
"Synechocystis","sll0252","Biological Process","sporulation resulting in formation of a cellular spore","GO:0030435"
"Synechocystis","sll0254","Biological Process","oxidation reduction","GO:0055114"
"Synechocystis","sll0254","Cellular Component","membrane","GO:0016020"
"Synechocystis","sll0254","Molecular Function","2 iron, 2 sulfur cluster binding","GO:0051537"
"Synechocystis","sll0254","Molecular Function","oxidoreductase activity","GO:0016491"
"Synechocystis","sll0254","Molecular Function","ubiquinol-cytochrome-c reductase activity","GO:0008121"
"Synechocystis","sll0258","Biological Process","oxidation reduction","GO:0055114"
"Synechocystis","sll0258","Biological Process","photosynthesis","GO:0015979"
"Synechocystis","sll0258","Biological Process","respiratory electron transport chain","GO:0022904"
"Synechocystis","sll0258","Cellular Component","thylakoid membrane","GO:0042651"
"Synechocystis","sll0258","Molecular Function","electron carrier activity","GO:0009055"
"Synechocystis","sll0258","Molecular Function","heme binding","GO:0020037"
"Synechocystis","sll0258","Molecular Function","iron ion binding","GO:0005506"
"Synechocystis","sll0261","Biological Process","metabolic process","GO:0008152"
"Synechocystis","sll0261","Biological Process","potassium ion transport","GO:0006813"
"Synechocystis","sll0261","Molecular Function","binding","GO:0005488"
"Synechocystis","sll0261","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","sll0262","Biological Process","lipid metabolic process","GO:0006629"
"Synechocystis","sll0262","Biological Process","oxidation reduction","GO:0055114"
"Synechocystis","sll0262","Molecular Function","oxidoreductase activity","GO:0016491"
"Synechocystis","sll0270","Biological Process","DNA replication","GO:0006260"
"Synechocystis","sll0270","Molecular Function","ATP binding","GO:0005524"
"Synechocystis","sll0270","Molecular Function","ATP-dependent helicase activity","GO:0008026"
"Synechocystis","sll0270","Molecular Function","DNA binding","GO:0003677"
"Synechocystis","sll0270","Molecular Function","helicase activity","GO:0004386"
"Synechocystis","sll0270","Molecular Function","nucleic acid binding","GO:0003676"
"Synechocystis","sll0273","Biological Process","cation transport","GO:0006812"
"Synechocystis","sll0273","Biological Process","transmembrane transport","GO:0055085"
"Synechocystis","sll0273","Cellular Component","integral to membrane","GO:0016021"
"Synechocystis","sll0273","Molecular Function","solute hydrogen antiporter activity","GO:0015299"
"Synechocystis","sll0286","Biological Process","metabolic process","GO:0008152"
"Synechocystis","sll0286","Molecular Function","N-acetyltransferase activity","GO:0008080"
"Synechocystis","sll0288","Biological Process","barrier septum formation","GO:0000917"
"Synechocystis","sll0288","Biological Process","regulation of cell cycle","GO:0051726"
"Synechocystis","sll0289","Biological Process","selection of site for barrier septum formation","GO:0000918"
"Synechocystis","sll0289","Molecular Function","ATPase activity","GO:0016887"
"Synechocystis","sll0290","Biological Process","polyphosphate biosynthetic process","GO:0006799"
"Synechocystis","sll0290","Cellular Component","polyphosphate kinase complex","GO:0009358"
"Synechocystis","sll0290","Molecular Function","polyphosphate kinase activity","GO:0008976"
"Synechocystis","sll0306","Biological Process","regulation of transcription, DNA-dependent","GO:0006355"
"Synechocystis","sll0306","Biological Process","transcription initiation","GO:0006352"
"Synechocystis","sll0306","Molecular Function","DNA binding","GO:0003677"
"Synechocystis","sll0306","Molecular Function","sigma factor activity","GO:0016987"
"Synechocystis","sll0306","Molecular Function","transcription factor activity","GO:0003700"
"Synechocystis","sll0310","Biological Process","metabolic process","GO:0008152"
"Synechocystis","sll0310","Molecular Function","N-acetyltransferase activity","GO:0008080"
"Synechocystis","sll0312","Biological Process","transport","GO:0006810"
"Synechocystis","sll0312","Cellular Component","membrane","GO:0016020"
"Synechocystis","sll0312","Molecular Function","transporter activity","GO:0005215"
"Synechocystis","sll0314","Molecular Function","binding","GO:0005488"
"Synechocystis","sll0315","Biological Process","transposition, DNA-mediated","GO:0006313"
"Synechocystis","sll0315","Molecular Function","DNA binding","GO:0003677"
"Synechocystis","sll0315","Molecular Function","transposase activity","GO:0004803"
"Synechocystis","sll0002","Biological Process","peptidoglycan biosynthetic process","GO:0009252"
"Synechocystis","sll0002","Biological Process","peptidoglycan-based cell wall biogenesis","GO:0009273"
"Synechocystis","sll0002","Biological Process","response to antibiotic","GO:0046677"
"Synechocystis","sll0002","Cellular Component","peptidoglycan-based cell wall","GO:0009274"
"Synechocystis","sll0002","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","sll0002","Molecular Function","penicillin binding","GO:0008658"
"Synechocystis","sll0002","Molecular Function","peptidase activity","GO:0008233"
"Synechocystis","sll0002","Molecular Function","transferase activity, transferring pentosyl groups","GO:0016763"
"Synechocystis","sll0041","Biological Process","chemotaxis","GO:0006935"
"Synechocystis","sll0041","Biological Process","protein-chromophore linkage","GO:0018298"
"Synechocystis","sll0041","Biological Process","regulation of transcription","GO:0045449"
"Synechocystis","sll0041","Biological Process","sensory perception","GO:0007600"
"Synechocystis","sll0041","Biological Process","signal transduction","GO:0007165"
"Synechocystis","sll0041","Cellular Component","integral to membrane","GO:0016021"
"Synechocystis","sll0041","Cellular Component","membrane","GO:0016020"
"Synechocystis","sll0041","Molecular Function","G-protein coupled photoreceptor activity","GO:0008020"
"Synechocystis","sll0041","Molecular Function","signal transducer activity","GO:0004871"
"Synechocystis","sll0068","Molecular Function","binding","GO:0005488"
"Synechocystis","sll0107","Biological Process","metabolic process","GO:0008152"
"Synechocystis","sll0107","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","sll0267","Biological Process","regulation of transcription, DNA-dependent","GO:0006355"
"Synechocystis","sll0267","Biological Process","signal transduction","GO:0007165"
"Synechocystis","sll0267","Biological Process","two-component signal transduction system (phosphorelay)","GO:0000160"
"Synechocystis","sll0267","Molecular Function","signal transducer activity","GO:0004871"
"Synechocystis","sll0267","Molecular Function","two-component sensor activity","GO:0000155"
"Synechocystis","sll0271","Biological Process","regulation of transcription, DNA-dependent","GO:0006355"
"Synechocystis","sll0271","Biological Process","transcription termination","GO:0006353"
"Synechocystis","sll0271","Molecular Function","RNA binding","GO:0003723"
"Synechocystis","sll0271","Molecular Function","transcription termination factor activity","GO:0003715"
"Synechocystis","sll0040","Biological Process","chemotaxis","GO:0006935"
"Synechocystis","sll0040","Biological Process","signal transduction","GO:0007165"
"Synechocystis","sll0040","Cellular Component","intracellular","GO:0005622"
"Synechocystis","sll0040","Molecular Function","signal transducer activity","GO:0004871"
"Synechocystis","sll0191","Biological Process","oxidation reduction","GO:0055114"
"Synechocystis","sll0191","Molecular Function","L-ascorbic acid binding","GO:0031418"
"Synechocystis","sll0191","Molecular Function","iron ion binding","GO:0005506"
"Synechocystis","sll0191","Molecular Function","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","GO:0016705"
"Synechocystis","sll0264","Biological Process","oxidation reduction","GO:0055114"
"Synechocystis","sll0264","Molecular Function","2 iron, 2 sulfur cluster binding","GO:0051537"
"Synechocystis","sll0264","Molecular Function","oxidoreductase activity","GO:0016491"
"Synechocystis","sll0135","Biological Process","nucleoside metabolic process","GO:0009116"
"Synechocystis","sll0135","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","sll0135","Molecular Function","transferase activity, transferring pentosyl groups","GO:0016763"
"Synechocystis","sll0047","Cellular Component","integral to membrane","GO:0016021"
"Synechocystis","sll0317","Biological Process","transposition, DNA-mediated","GO:0006313"
"Synechocystis","sll0317","Molecular Function","DNA binding","GO:0003677"
"Synechocystis","sll0317","Molecular Function","nucleic acid binding","GO:0003676"
"Synechocystis","sll0317","Molecular Function","transposase activity","GO:0004803"
"Synechocystis","sll0320","Biological Process","nucleobase, nucleoside, nucleotide and nucleic acid metabolic process","GO:0006139"
"Synechocystis","sll0320","Cellular Component","intracellular","GO:0005622"
"Synechocystis","sll0320","Molecular Function","3'-5' exonuclease activity","GO:0008408"
"Synechocystis","sll0320","Molecular Function","nucleic acid binding","GO:0003676"
"Synechocystis","sll0321","Molecular Function","oxidoreductase activity","GO:0016491"
"Synechocystis","sll0322","Molecular Function","transcription regulator activity","GO:0030528"
"Synechocystis","sll0322","Molecular Function","zinc ion binding","GO:0008270"
"Synechocystis","sll0329","Biological Process","metabolic process","GO:0008152"
"Synechocystis","sll0329","Biological Process","oxidation reduction","GO:0055114"
"Synechocystis","sll0329","Biological Process","pentose-phosphate shunt","GO:0006098"
"Synechocystis","sll0329","Molecular Function","NADP or NADPH binding","GO:0050661"
"Synechocystis","sll0329","Molecular Function","binding","GO:0005488"
"Synechocystis","sll0329","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","sll0329","Molecular Function","coenzyme binding","GO:0050662"
"Synechocystis","sll0329","Molecular Function","oxidoreductase activity","GO:0016491"
"Synechocystis","sll0329","Molecular Function","phosphogluconate dehydrogenase (decarboxylating) activity","GO:0004616"
"Synechocystis","sll0330","Biological Process","metabolic process","GO:0008152"
"Synechocystis","sll0330","Biological Process","oxidation reduction","GO:0055114"
"Synechocystis","sll0330","Molecular Function","binding","GO:0005488"
"Synechocystis","sll0330","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","sll0330","Molecular Function","oxidoreductase activity","GO:0016491"
"Synechocystis","sll0336","Biological Process","fatty acid biosynthetic process","GO:0006633"
"Synechocystis","sll0336","Cellular Component","acetyl-CoA carboxylase complex","GO:0009317"
"Synechocystis","sll0336","Molecular Function","acetyl-CoA carboxylase activity","GO:0003989"
"Synechocystis","sll0336","Molecular Function","ligase activity","GO:0016874"
"Synechocystis","sll0355","Cellular Component","membrane","GO:0016020"
"Synechocystis","sll0356","Biological Process","metabolic process","GO:0008152"
"Synechocystis","sll0356","Biological Process","tryptophan metabolic process","GO:0006568"
"Synechocystis","sll0356","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","sll0356","Molecular Function","phosphoribosylanthranilate isomerase activity","GO:0004640"
"Synechocystis","sll0360","Cellular Component","membrane","GO:0016020"
"Synechocystis","sll0362","Biological Process","alanyl-tRNA aminoacylation","GO:0006419"
"Synechocystis","sll0362","Biological Process","tRNA aminoacylation","GO:0043039"
